case_id,factor,epoch_utc,altitude_km,inclination_deg,duration_hours,model_id,role,eligible_candidate,maximum_position_difference_m,maximum_velocity_difference_mm_s,final_position_difference_m,final_velocity_difference_mm_s,maximum_radial_position_difference_m,maximum_along_track_position_difference_m,maximum_cross_track_position_difference_m,maximum_radial_velocity_difference_mm_s,maximum_along_track_velocity_difference_mm_s,maximum_cross_track_velocity_difference_mm_s,position_gate_m,velocity_gate_mm_s,position_gate_passed,velocity_gate_passed,pole_separation_from_baseline_start_arcsec,pole_separation_from_baseline_end_arcsec,runtime_seconds,eop_start_coverage_status,eop_end_coverage_status
B03_ALTITUDE_1000KM_I51P6_JAN_24H,altitude,2026-01-01T00:00:00Z,1000.0,51.6,24.0,gmat_r2026a_eop_y_only,polar_motion_y_ablation,False,0.28163113528245515,0.2759954830587027,0.11953969873325829,0.12421051933232742,0.014860627351761673,0.28055615012878177,0.08007746184960521,0.273202121939282,0.013275418197848339,0.0807927796222154,20.0,20.0,True,True,0.3311921682761064,0.3325727049891908,11.136740079999981,exact_source_row,exact_source_row
B03_ALTITUDE_1000KM_I51P6_JAN_24H,altitude,2026-01-01T00:00:00Z,1000.0,51.6,24.0,gmat_r2026a_eop_full,exact_tagged_eop_candidate,True,0.0048629735490343514,0.004850947476175702,0.003489741153567889,0.0034778979677296605,0.00019160949369999137,0.00486285482706382,4.5969769946506155e-05,0.004850882599993154,0.00018841588072522787,4.4365741549705165e-05,20.0,20.0,True,True,0.34913275428128454,0.3501729478098454,10.024791579000066,exact_source_row,exact_source_row
B04_INCLINATION_5DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,5.0,24.0,iau1976_1980,closed_1b_baseline_without_polar_motion,False,0.6661804135410127,0.7395810939513391,0.3578704009355444,0.4051424234861185,0.009664989316043808,0.43288782557325545,0.5091458417479778,0.48883034021284943,0.00939838779125427,0.5597023953812844,20.0,20.0,True,True,0.0,0.0,7.625962522000009,exact_source_row,exact_source_row
B04_INCLINATION_5DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,5.0,24.0,gmat_r2026a_eop_x_only,polar_motion_x_ablation,False,0.6513513234381713,0.7265151452812253,0.3866640747040806,0.4379968937159369,0.008561029111181633,0.4586413248039095,0.4785197005374392,0.5183793397386278,0.008408490003842462,0.5256220627735879,20.0,20.0,True,True,0.11052092430907205,0.10961974855838795,10.46892671400019,exact_source_row,exact_source_row
B04_INCLINATION_5DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,5.0,24.0,gmat_r2026a_eop_y_only,polar_motion_y_ablation,False,0.15987140632302244,0.17565219486592507,0.031083289955847113,0.039598902585794196,0.0028462930118945125,0.06396542680401213,0.15985993791145092,0.0709557406111041,0.0029254393024822508,0.17564000881916728,20.0,20.0,True,True,0.3311921682761064,0.3325727049891908,10.68787677399996,exact_source_row,exact_source_row
B04_INCLINATION_5DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,5.0,24.0,gmat_r2026a_eop_full,exact_tagged_eop_candidate,True,0.005148125057166167,0.005843368623960779,0.0021130962138730816,0.002395972543833414,0.00023801868444242819,0.00514787969331208,0.00010531776230165262,0.005843362461643488,0.00027037006354121567,0.00011782674505883454,20.0,20.0,True,True,0.34913275428128454,0.3501729478098454,10.638106105000134,exact_source_row,exact_source_row
B05_INCLINATION_98DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,98.0,24.0,iau1976_1980,closed_1b_baseline_without_polar_motion,False,4.181927152463858,4.710907361210552,4.181927152463858,4.710907361210552,0.06112096311870589,4.181674965509872,0.4968031396580107,4.710725612859734,0.05027128119474545,0.5557002798552353,20.0,20.0,True,True,0.0,0.0,7.7478426269999545,exact_source_row,exact_source_row
B05_INCLINATION_98DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,98.0,24.0,gmat_r2026a_eop_x_only,polar_motion_x_ablation,False,3.881636277516328,4.3706632865281945,3.881636277516328,4.3706632865281945,0.059090382419662996,3.88136162562327,0.46812721695631426,4.370453227229969,0.05049366263694053,0.5259327625671927,20.0,20.0,True,True,0.11052092430907205,0.10961974855838795,11.766314788999807,exact_source_row,exact_source_row
B05_INCLINATION_98DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,98.0,24.0,gmat_r2026a_eop_y_only,polar_motion_y_ablation,False,0.314603144399489,0.35865788218922273,0.3007571264416219,0.3407660891889646,0.005187156556884484,0.31346039642721185,0.0944696882819209,0.35512975880257547,0.006173171050607886,0.10558297235862898,20.0,20.0,True,True,0.3311921682761064,0.3325727049891908,10.340916559999641,exact_source_row,exact_source_row
B05_INCLINATION_98DEG_400KM_JAN_24H,inclination,2026-01-01T00:00:00Z,400.0,98.0,24.0,gmat_r2026a_eop_full,exact_tagged_eop_candidate,True,0.005337920129885875,0.0060450948396191095,0.00044428685958345526,0.0004998931961078519,0.0003183411780775209,0.005337753552112921,6.276876828582169e-05,0.00604471406409497,0.0003424122897810597,7.181616305687772e-05,20.0,20.0,True,True,0.34913275428128454,0.3501729478098454,10.230248701999699,exact_source_row,exact_source_row
B06_EPOCH_APR_400KM_I51P6_24H,epoch,2026-04-01T00:00:00Z,400.0,51.6,24.0,iau1976_1980,closed_1b_baseline_without_polar_motion,False,2.275185952684425,2.5545772168485636,1.59300182647224,1.8253621231081634,0.06389500531898347,2.271567425904294,0.3814934572382604,2.5518714467378754,0.060666694884513345,0.4372461916733214,20.0,20.0,True,True,0.0,0.0,8.090659045999928,exact_source_row,exact_source_row
B06_EPOCH_APR_400KM_I51P6_24H,epoch,2026-04-01T00:00:00Z,400.0,51.6,24.0,gmat_r2026a_eop_x_only,polar_motion_x_ablation,False,1.195196973885448,1.3290121295889843,0.45843677723954696,0.5429766387268898,0.059794671686749276,1.1858935546480482,0.3678109429252547,1.316627226828418,0.0614279463482471,0.4213528775731254,20.0,20.0,True,True,0.11221743060383596,0.11297254706726118,10.08353553500001,exact_source_row,exact_source_row
B06_EPOCH_APR_400KM_I51P6_24H,epoch,2026-04-01T00:00:00Z,400.0,51.6,24.0,gmat_r2026a_eop_y_only,polar_motion_y_ablation,False,1.1399420137245617,1.2891089884668263,1.1399420137245617,1.2891089884668263,0.021378872759299818,1.1398826197676877,0.06076316158644582,1.289064131873023,0.018818080628927487,0.07026481880140048,20.0,20.0,True,True,0.41132102950691507,0.4122272388276754,10.03206991299976,exact_source_row,exact_source_row
B06_EPOCH_APR_400KM_I51P6_24H,epoch,2026-04-01T00:00:00Z,400.0,51.6,24.0,gmat_r2026a_eop_full,exact_tagged_eop_candidate,True,0.006024825951461665,0.0068364951465615005,0.0036393318794607707,0.0041177664911442894,0.00031174639370492815,0.006016755094450412,4.5785629232813054e-05,0.0068280380214208285,0.00033982241675041715,5.3451141047326014e-05,20.0,20.0,True,True,0.4263540090651941,0.4274272953642085,10.023810960000446,exact_source_row,exact_source_row
B07_EPOCH_JUL_400KM_I51P6_24H,epoch,2026-07-01T00:00:00Z,400.0,51.6,24.0,iau1976_1980,closed_1b_baseline_without_polar_motion,False,4.048153493752897,4.56556420329222,4.048153493752897,4.56556420329222,0.09495321852859089,4.047613165794727,0.28622061810472865,4.565058080110126,0.08573300700868725,0.33125549071768956,20.0,20.0,True,True,0.0,0.0,8.718383147999702,exact_source_row,exact_source_row
B07_EPOCH_JUL_400KM_I51P6_24H,epoch,2026-07-01T00:00:00Z,400.0,51.6,24.0,gmat_r2026a_eop_x_only,polar_motion_x_ablation,False,4.273759380967114,4.8330547246995685,4.273759380967114,4.8330547246995685,0.0799511520178377,4.273537574323886,0.22865284726681473,4.832890580118141,0.07011315105399694,0.26438533092067007,20.0,20.0,True,True,0.21591798787953886,0.21692195846507364,9.911365513000419,exact_source_row,exact_source_row
B07_EPOCH_JUL_400KM_I51P6_24H,epoch,2026-07-01T00:00:00Z,400.0,51.6,24.0,gmat_r2026a_eop_y_only,polar_motion_y_ablation,False,0.6222212980601464,0.6903653473665661,0.2262669975617952,0.2687832367393026,0.03138109855714155,0.6172230204454668,0.19318311325233942,0.6838021691797666,0.03233775891990396,0.22125194154502217,20.0,20.0,True,True,0.42109237964591373,0.42017156531874916,9.753839717999654,exact_source_row,exact_source_row
B07_EPOCH_JUL_400KM_I51P6_24H,epoch,2026-07-01T00:00:00Z,400.0,51.6,24.0,gmat_r2026a_eop_full,exact_tagged_eop_candidate,True,0.0052493899826664345,0.005936418408387187,0.0007859991998852615,0.0008895220758253695,0.0002436060219734404,0.005248764254690938,3.6421930961326294e-05,0.005935752096824996,0.00026888157046545054,4.302439999014291e-05,20.0,20.0,True,True,0.47322232585312307,0.4728828334987678,10.385939998999675,exact_source_row,exact_source_row
B08_EPOCH_OCT_400KM_I51P6_24H,epoch,2026-10-01T00:00:00Z,400.0,51.6,24.0,iau1976_1980,closed_1b_baseline_without_polar_motion,False,3.1890513955374757,3.6153482332593296,2.7115890420402753,3.085143059397989,0.059052928928575964,3.1881194022349435,0.34065986255713643,3.615111648785932,0.052545832746516474,0.3898348835388668,20.0,20.0,True,True,0.0,0.0,7.479163297000014,clamped_after_source_range,clamped_after_source_range
B08_EPOCH_OCT_400KM_I51P6_24H,epoch,2026-10-01T00:00:00Z,400.0,51.6,24.0,gmat_r2026a_eop_x_only,polar_motion_x_ablation,False,0.971856778294444,1.0797511917617557,0.38546687763078463,0.45536602150530703,0.04752687429685942,0.965975012805962,0.29187636964178804,1.0702485907894144,0.04874497466528761,0.3344579157549655,20.0,20.0,True,True,0.22978004000889557,0.22973892342271887,8.823548741000195,clamped_after_source_range,clamped_after_source_range
B08_EPOCH_OCT_400KM_I51P6_24H,epoch,2026-10-01T00:00:00Z,400.0,51.6,24.0,gmat_r2026a_eop_y_only,polar_motion_y_ablation,False,2.331273063315514,2.6362174667389646,2.331273063315514,2.6362174667389646,0.04379173825103634,2.3311492510305056,0.12363317427716569,2.63612488408101,0.03839126615267914,0.1429635304480255,20.0,20.0,True,True,0.3265096546883224,0.3265096546883224,8.335107975000028,clamped_after_source_range,clamped_after_source_range
B08_EPOCH_OCT_400KM_I51P6_24H,epoch,2026-10-01T00:00:00Z,400.0,51.6,24.0,gmat_r2026a_eop_full,exact_tagged_eop_candidate,True,0.00494077682793089,0.005592608204716129,0.0035764068302601127,0.004048342869770639,0.0002927296233046878,0.004940774619734911,2.241151811008215e-05,0.005592598990972155,0.0003198970306003748,2.5052175669755117e-05,20.0,20.0,True,True,0.39925858962732313,0.39925858962732313,9.425483504999647,clamped_after_source_range,clamped_after_source_range
B09_DURATION_6H_400KM_I51P6_JAN,duration,2026-01-01T00:00:00Z,400.0,51.6,6.0,iau1976_1980,closed_1b_baseline_without_polar_motion,False,1.6761547827119496,1.8965450032647053,1.6761547827119496,1.8965450032647053,0.06983547532020407,1.6752965113331293,0.1386243889748037,1.8902845324546107,0.06279628925288372,0.1631698135329473,5.0,5.0,True,True,0.0,0.0,2.127901646000282,exact_source_row,interpolated_between_source_rows
B09_DURATION_6H_400KM_I51P6_JAN,duration,2026-01-01T00:00:00Z,400.0,51.6,6.0,gmat_r2026a_eop_x_only,polar_motion_x_ablation,False,1.4444478849040274,1.6405685024514292,1.4444478849040274,1.6405685024514292,0.061213649038671804,1.4438872120264938,0.1681402428363574,1.6285182473096265,0.05558470347615871,0.19861073218733258,5.0,5.0,True,True,0.11052092430907205,0.11026419707662305,2.766132278999976,exact_source_row,interpolated_between_source_rows
B09_DURATION_6H_400KM_I51P6_JAN,duration,2026-01-01T00:00:00Z,400.0,51.6,6.0,gmat_r2026a_eop_y_only,polar_motion_y_ablation,False,0.24547000795631885,0.2678581588778403,0.23396884991046518,0.26674068119535665,0.0136378018726257,0.24148927867547595,0.04425160316319258,0.26597334980333587,0.014239064811783992,0.04701132344793669,5.0,5.0,True,True,0.3311921682761064,0.33152003199598074,2.9098911390001376,exact_source_row,interpolated_between_source_rows
B09_DURATION_6H_400KM_I51P6_JAN,duration,2026-01-01T00:00:00Z,400.0,51.6,6.0,gmat_r2026a_eop_full,exact_tagged_eop_candidate,True,0.005057099951052361,0.005721088573287407,0.0010871958274104368,0.0012318333771771438,0.00023316685069128584,0.005057097721390288,1.1681742578565936e-05,0.00572108792202027,0.0002565414344690498,1.2169722324450665e-05,5.0,5.0,True,True,0.34913275428128454,0.34937619376765455,2.4592145759997948,exact_source_row,interpolated_between_source_rows
B10_DURATION_72H_400KM_I51P6_JAN,duration,2026-01-01T00:00:00Z,400.0,51.6,72.0,iau1976_1980,closed_1b_baseline_without_polar_motion,False,9.576997934306885,10.825444416503345,9.576997934306885,10.825444416503345,0.07237083471565943,9.576879467155162,0.1973699384764855,10.82529421486637,0.06279628925288372,0.23389071745199635,100.0,50.0,True,True,0.0,0.0,21.831872392999685,exact_source_row,exact_source_row
B10_DURATION_72H_400KM_I51P6_JAN,duration,2026-01-01T00:00:00Z,400.0,51.6,72.0,gmat_r2026a_eop_x_only,polar_motion_x_ablation,False,10.036966649637279,11.352140193429005,10.036361212819328,11.351696160400616,0.06623453915244998,10.036835529500975,0.17794027206802032,11.352083360548097,0.05558470347615871,0.21018428148934634,100.0,50.0,True,True,0.11052092430907205,0.10678220410987099,29.481255109999438,exact_source_row,exact_source_row
B10_DURATION_72H_400KM_I51P6_JAN,duration,2026-01-01T00:00:00Z,400.0,51.6,72.0,gmat_r2026a_eop_y_only,polar_motion_y_ablation,False,0.6910859991101113,0.7751168322034255,0.4592408498543626,0.5264067906543645,0.016104007525663874,0.6902474810536618,0.09861269482304164,0.7728311507997945,0.01644268901270676,0.11305119370088441,100.0,50.0,True,True,0.3311921682761064,0.3345269493283776,30.929595454000264,exact_source_row,exact_source_row
B10_DURATION_72H_400KM_I51P6_JAN,duration,2026-01-01T00:00:00Z,400.0,51.6,72.0,gmat_r2026a_eop_full,exact_tagged_eop_candidate,True,0.0066733982244267225,0.007550876456200804,0.0003304379674433549,0.0003202674026854199,0.00023316685069128584,0.00667278749936922,0.00018575868856441125,0.00754931212141052,0.0002565414344690498,0.0002084867763221876,100.0,50.0,True,True,0.34913275428128454,0.3511831613169656,30.00116655200054,exact_source_row,exact_source_row
